ocel:eid,ocel:activity,ocel:timestamp,p_duration[s],s_co2e[kg],i_electric-from-grid-de[kWh],i_steel-waste-to-recycle[kg],i_gas_input[Wh],i_emission-of-burn[Wh],i_coating-material[kg],i_coating-material-waste[kg],i_compressed-air[m3],i_gas-n2-used[m3],i_gas-n2-emiited-to-air[m3],i_steel-waste[kg],i_cardboard-box[kg]
e_split_106,SplitSteelSheet,2023-04-03 07:50:27+00:00,6.86641474626,0.0071843754,0.0104904,0.00042,,,,,,,,,
e_heat_98,HeatSteelSheet,2023-04-03 07:50:29+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_107,SplitSteelSheet,2023-04-03 07:50:34+00:00,6.63192915584,0.0069392982,0.0101321,0.00042,,,,,,,,,
e_heat_99,HeatSteelSheet,2023-04-03 07:50:39+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_108,SplitSteelSheet,2023-04-03 07:50:41+00:00,6.59145071101,0.006897027,0.0100703,0.00042,,,,,,,,,
e_heat_100,HeatSteelSheet,2023-04-03 07:50:46+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_109,SplitSteelSheet,2023-04-03 07:50:47+00:00,6.60455785728,0.006910707,0.0100903,0.00042,,,,,,,,,
e_heat_101,HeatStelSheet,2023-04-03 07:50:50+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_110,SplitSteelSheet,2023-04-03 07:50:54+00:00,6.65306435416,0.0069613914,0.0101644,0.00042,,,,,,,,,
e_heat_102,HeatSteelSheet,2023-04-03 07:50:58+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_111,SplitSteelSheet,2023-04-03 07:51:01+00:00,6.37463725587,0.0066704178,0.009739,0.00042,,,,,,,,,
e_heat_103,HeatSteelSheet,2023-04-03 07:51:06+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_112,SplitSteelSheet,2023-04-03 07:51:08+00:00,6.5539116169,0.0068577654,0.0100129,0.00042,,,,,,,,,
e_heat_104,HeatSteelShet,2023-04-03 07:51:12+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_113,SplitSteelSheet,2023-04-03 07:51:14+00:00,6.51595665954,0.0068180934,0.0099549,0.00042,,,,,,,,,
e_heat_105,HeatSteelSheet,2023-04-03 07:51:15+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_114,SplitSteelSheet,2023-04-03 07:51:21+00:00,6.50547713773,0.0068071494,0.0099389,0.00042,,,,,,,,,
e_heat_106,HeatSteelSheet,2023-04-03 07:51:26+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_115,SplitSteelSheet,2023-04-03 07:51:27+00:00,6.41419538792,0.0067117998,0.0097995,0.00042,,,,,,,,,
e_heat_107,HeatSteelSheet,2023-04-03 07:51:30+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_116,SplitSteelSheet,2023-04-03 07:51:34+00:00,6.53395321632,0.0068369034,0.0099824,0.00042,,,,,,,,,
e_heat_108,HeatSteelSheet,2023-04-03 07:51:40+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_117,SplitSteelSheet,2023-04-03 07:51:41+00:00,6.85389068052,0.0071712426,0.0104712,0.00042,,,,,,,,,
e_heat_109,HeatSteelSheet,2023-04-03 07:51:43+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_118,SplitSteelSheet,2023-04-03 07:51:47+00:00,6.47072320849,0.006770829,0.0098858,0.00042,,,,,,,,,
e_heat_110,HeatSteelSheet,2023-04-03 07:51:49+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_119,SplitSteelSheet,2023-04-03 07:51:54+00:00,6.54126866178,0.0068445642,0.0099936,0.00042,,,,,,,,,
e_heat_111,HeatSteelSheet,2023-04-03 07:51:56+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_120,SplitSteelSheet,2023-04-03 07:52:00+00:00,6.80867932719,0.0071239782,0.0104021,0.00042,,,,,,,,,
e_heat_112,HeatSteelSheet,2023-04-03 07:52:04+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_121,SplitSteelSheet,2023-04-03 07:52:07+00:00,6.87270112573,0.0071909418,0.0105,0.00042,,,,,,,,,
e_heat_113,HeatSteelSheet,2023-04-03 07:52:10+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_122,SplitSteelSheet,2023-04-03 07:52:14+00:00,6.3913422796,0.0066879282,0.0097646,0.00042,,,,,,,,,
e_heat_114,HeatSteelSheet,2023-04-03 07:52:16+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_123,SplitSteelSheet,2023-04-03 07:52:20+00:00,7.04351437475,0.0073693974,0.0107609,0.00042,,,,,,,,,
e_heat_115,HeatSteelSheet,2023-04-03 07:52:25+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_124,SplitSteelSheet,2023-04-03 07:52:27+00:00,6.50352672345,0.0068050974,0.0099359,0.00042,,,,,,,,,
e_heat_116,HeatSteeSheet,2023-04-03 07:52:31+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_125,SplitSteelSheet,2023-04-03 07:52:34+00:00,6.63822117791,0.0069458646,0.0101417,0.00042,,,,,,,,,
e_heat_117,HeatSteelSheet,2023-04-03 07:52:38+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_126,SplitSteelSheet,2023-04-03 07:52:40+00:00,6.36035939759,0.0066555066,0.0097172,0.00042,,,,,,,,,
e_heat_118,HeatSteelSheet,2023-04-03 07:52:42+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_127,SplitSteelSheet,2023-04-03 07:52:47+00:00,6.65297408767,0.006961323,0.0101643,0.00042,,,,,,,,,
e_heat_119,HeatSteelSheet,2023-04-03 07:52:53+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_128,SplitSteelSheet,2023-04-03 07:52:54+00:00,6.68622532625,0.0069960702,0.0102151,0.00042,,,,,,,,,
e_heat_120,HeatSteelSheet,2023-04-03 07:52:55+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_129,SplitSteelSheet,2023-04-03 07:53:00+00:00,6.50076906569,0.0068022246,0.0099317,0.00042,,,,,,,,,
e_heat_121,HatSteelSheet,2023-04-03 07:53:05+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_130,SplitSteelSheet,2023-04-03 07:53:07+00:00,6.72919364544,0.0070409406,0.0102807,0.00042,,,,,,,,,
e_heat_122,HeatSteelSheet,2023-04-03 07:53:13+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_131,SplitSteelSheet,2023-04-03 07:53:13+00:00,6.47727093636,0.006777669,0.0098958,0.00042,,,,,,,,,
e_heat_123,HeatSteelSheet,2023-04-03 07:53:18+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_132,SplitSteelSheet,2023-04-03 07:53:20+00:00,6.55960512889,0.0068637162,0.0100216,0.00042,,,,,,,,,
e_heat_124,HeatSteelSheet,2023-04-03 07:53:25+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_133,SplitSteelSheet,2023-04-03 07:53:27+00:00,6.46418719709,0.006763989,0.0098758,0.00042,,,,,,,,,
e_heat_125,HeatSteelSheet,2023-04-03 07:53:32+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_134,SplitSteelSheet,2023-04-03 07:53:33+00:00,6.41883155382,0.0067165878,0.0098065,0.00042,,,,,,,,,
e_heat_126,HeatSteelSheet,2023-04-03 07:53:37+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_135,SplitSteelSheet,2023-04-03 07:53:40+00:00,6.48534767492,0.0067861506,0.0099082,0.00042,,,,,,,,,
e_heat_127,HeatSteelSheet,2023-04-03 07:53:42+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_136,SplitSteelSheet,2023-04-03 07:53:47+00:00,6.47912013417,0.0067796526,0.0098987,0.00042,,,,,,,,,
e_heat_128,HeatSteelSheet,2023-04-03 07:53:51+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_137,SplitSteelSheet,2023-04-03 07:53:54+00:00,6.96186243456,0.0072841026,0.0106362,0.00042,,,,,,,,,
e_heat_129,HeatSteelSheet,2023-04-03 07:54:00+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_138,SplitSteelSheet,2023-04-03 07:54:00+00:00,6.79907455178,0.0071139918,0.0103875,0.00042,,,,,,,,,
e_heat_130,HeatSteelSheet,2023-04-03 07:54:02+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_139,SplitSteelSheet,2023-04-03 07:54:07+00:00,6.63879416166,0.0069464802,0.0101426,0.00042,,,,,,,,,
e_heat_131,HeatSteelSheet,2023-04-03 07:54:09+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_140,SplitSteelSheet,2023-04-03 07:54:13+00:00,6.5553445703,0.0068592702,0.0100151,0.00042,,,,,,,,,
e_heat_132,HeatSteelSheet,2023-04-03 07:54:19+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_141,SplitSteelSheet,2023-04-03 07:54:20+00:00,6.82371328455,0.0071397102,0.0104251,0.00042,,,,,,,,,
e_heat_133,HeatSteelSheet,2023-04-03 07:54:26+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_142,SplitSteelSheet,2023-04-03 07:54:26+00:00,6.58298445486,0.006888135,0.0100573,0.00042,,,,,,,,,
e_heat_134,HeatSteelSheet,2023-04-03 07:54:32+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_143,SplitSteelSheet,2023-04-03 07:54:33+00:00,6.88559065983,0.0072044166,0.0105197,0.00042,,,,,,,,,
e_heat_135,HeatSteelSheet,2023-04-03 07:54:35+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_144,SplitSteelSheet,2023-04-03 07:54:40+00:00,7.14088921684,0.0074711766,0.0109097,0.00042,,,,,,,,,
e_split_145,SplitSteelSheet,2023-04-03 07:54:46+00:00,6.72588056536,0.0070375206,0.0102757,0.00042,,,,,,,,,
e_heat_136,HeatSteelSheet,2023-04-03 07:54:47+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_heat_137,HeatSteelSheet,2023-04-03 07:54:53+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_146,SplitSteelSheet,2023-04-03 07:54:53+00:00,6.64483577895,0.006952773,0.0101518,0.00042,,,,,,,,,
e_heat_138,HeatSteelSheet,2023-04-03 07:54:59+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_147,SplitSteelSheet,2023-04-03 07:55:00+00:00,6.76485551365,0.0070782186,0.0103352,0.00042,,,,,,,,,
e_heat_139,HeatSteelSheet,2023-04-03 07:55:04+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_148,SplitSteelSheet,2023-04-03 07:55:06+00:00,6.55121489283,0.006854961,0.0100088,0.00042,,,,,,,,,
e_heat_140,HeatSteelSheet,2023-04-03 07:55:09+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_149,SplitSteelSheet,2023-04-03 07:55:13+00:00,6.80006293079,0.0071150178,0.010389,0.00042,,,,,,,,,
e_heat_141,HeatSteelSheet,2023-04-03 07:55:18+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_150,SplitSteelSheet,2023-04-03 07:55:20+00:00,6.44257875532,0.006741417,0.0098428,0.00042,,,,,,,,,
e_heat_142,HeatStelSheet,2023-04-03 07:55:22+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_1,FormSteelSheet,2023-04-03 07:55:25+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_151,SplitSteelSheet,2023-04-03 07:55:26+00:00,6.75617548967,0.0070691214,0.0103219,0.00042,,,,,,,,,
e_heat_143,HeatSteelSheet,2023-04-03 07:55:30+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_152,SplitSteelSheet,2023-04-03 07:55:33+00:00,6.53226817391,0.0068351934,0.0099799,0.00042,,,,,,,,,
e_heat_144,HeatSteelSheet,2023-04-03 07:55:35+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_153,SplitSteelSheet,2023-04-03 07:55:39+00:00,6.83965367465,0.0071563998,0.0104495,0.00042,,,,,,,,,
e_heat_145,HeatSteelSheet,2023-04-03 07:55:43+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_154,SplitSteelSheet,2023-04-03 07:55:46+00:00,6.62852203577,0.0069357414,0.0101269,0.00042,,,,,,,,,
e_heat_146,HeatSteelSheet,2023-04-03 07:55:49+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_5,FormSteelSheet,2023-04-03 07:55:50+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_155,SplitSteelSheet,2023-04-03 07:55:53+00:00,6.63190315924,0.0069392982,0.0101321,0.00042,,,,,,,,,
e_heat_147,HeatSteelSheet,2023-04-03 07:55:57+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_156,SplitSteelSheet,2023-04-03 07:55:59+00:00,6.3622916629,0.0066575586,0.0097202,0.00042,,,,,,,,,
e_coat_1,CoatPart,2023-04-03 07:56:00+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_4,FormSteelSheet,2023-04-03 07:56:01+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_6,FormSteelSheet,2023-04-03 07:56:01+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_8,FormSteelSheet,2023-04-03 07:56:02+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_148,HeatSteelSheet,2023-04-03 07:56:04+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_157,SplitSteelSheet,2023-04-03 07:56:06+00:00,6.61199981585,0.0069185046,0.0101017,0.00042,,,,,,,,,
e_split_158,SplitSteelSheet,2023-04-03 07:56:12+00:00,6.63595879936,0.006943539,0.0101383,0.00042,,,,,,,,,
e_heat_149,HeatSteelSheet,2023-04-03 07:56:13+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_heat_150,HeatSteelSheet,2023-04-03 07:56:18+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_159,SplitSteelSheet,2023-04-03 07:56:19+00:00,6.50139140391,0.0068029086,0.0099327,0.00042,,,,,,,,,
e_heat_151,HeatSteelSheet,2023-04-03 07:56:24+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_5,CoatPart,2023-04-03 07:56:25+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_3,FormSteelSheet,2023-04-03 07:56:26+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_160,SplitSteelSheet,2023-04-03 07:56:26+00:00,6.55860045611,0.0068626902,0.0100201,0.00042,,,,,,,,,
e_heat_152,HeatSteelSheet,2023-04-03 07:56:30+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_2,FormSteelSheet,2023-04-03 07:56:32+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_161,SplitSteelSheet,2023-04-03 07:56:32+00:00,6.38301694584,0.006679173,0.0097518,0.00042,,,,,,,,,
e_form_7,FormSteelSheet,2023-04-03 07:56:33+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_coat_4,CoatPart,2023-04-03 07:56:36+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_6,CoatPart,2023-04-03 07:56:36+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_8,CoatPart,2023-04-03 07:56:37+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_153,HeatSteelSheet,2023-04-03 07:56:37+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_10,FormSteelSheet,2023-04-03 07:56:38+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_162,SplitSteelSheet,2023-04-03 07:56:39+00:00,6.62423864982,0.0069312954,0.0101204,0.00042,,,,,,,,,
e_heat_154,HeatSteelSheet,2023-04-03 07:56:42+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_16,FormSteelSheet,2023-04-03 07:56:43+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_163,SplitSteelSheet,2023-04-03 07:56:45+00:00,6.79390859506,0.0071085882,0.0103796,0.00042,,,,,,,,,
e_heat_155,HeatSteelSheet,2023-04-03 07:56:48+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_164,SplitSteelSheet,2023-04-03 07:56:52+00:00,6.62119939918,0.0069280806,0.0101157,0.00042,,,,,,,,,
e_form_9,FormSteelSheet,2023-04-03 07:56:57+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_156,HeatSteelSheet,2023-04-03 07:56:57+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_165,SplitSteelSheet,2023-04-03 07:56:59+00:00,6.51874508658,0.0068210346,0.0099592,0.00042,,,,,,,,,
e_coat_3,CoatPart,2023-04-03 07:57:01+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_14,FormSteelSheet,2023-04-03 07:57:03+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_157,HeatSteelSheet,2023-04-03 07:57:03+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_15,FormSteelSheet,2023-04-03 07:57:05+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_coat_2,CoatPart,2023-04-03 07:57:06+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_166,SplitSteelSheet,2023-04-03 07:57:06+00:00,6.44327321419,0.0067421694,0.0098439,0.00042,,,,,,,,,
e_coat_7,CoatPart,2023-04-03 07:57:08+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_158,HeatSteelSheet,2023-04-03 07:57:09+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_167,SplitSteelSheet,2023-04-03 07:57:13+00:00,6.4463287139,0.0067453842,0.0098486,0.00042,,,,,,,,,
e_coat_10,CoatPart,2023-04-03 07:57:14+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_18,FormSteelSheet,2023-04-03 07:57:14+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_159,HeaSteelSheet,2023-04-03 07:57:14+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_16,CoatPart,2023-04-03 07:57:18+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_168,SplitSteelSheet,2023-04-03 07:57:19+00:00,6.65589447826,0.0069643326,0.0101687,0.00042,,,,,,,,,
e_heat_160,HeatteelSheet,2023-04-03 07:57:25+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_169,SplitSteelSheet,2023-04-03 07:57:26+00:00,6.62176639109,0.0069286962,0.0101166,0.00042,,,,,,,,,
e_heat_161,HeatSteelShet,2023-04-03 07:57:28+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_11,FormSteelSheet,2023-04-03 07:57:30+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_coat_9,CoatPart,2023-04-03 07:57:31+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_13,FormSteelSheet,2023-04-03 07:57:32+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_170,SplitSteelSheet,2023-04-03 07:57:33+00:00,6.75494569142,0.0070678902,0.0103201,0.00042,,,,,,,,,
e_heat_162,HeatSteelSheet,2023-04-03 07:57:37+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_14,CoatPart,2023-04-03 07:57:38+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_15,CoatPart,2023-04-03 07:57:40+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_171,SplitSteelSheet,2023-04-03 07:57:40+00:00,6.67862547386,0.0069881358,0.0102035,0.00042,,,,,,,,,
e_heat_163,HeatSteelSheet,2023-04-03 07:57:41+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_12,FormSteelSheet,2023-04-03 07:57:45+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_172,SplitSteelSheet,2023-04-03 07:57:46+00:00,6.60608594858,0.0069122802,0.0100926,0.00042,,,,,,,,,
e_coat_18,CoatPart,2023-04-03 07:57:49+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_164,HeatSteelSheet,2023-04-03 07:57:51+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_19,FormSteelSheet,2023-04-03 07:57:53+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_173,SplitSteelSheet,2023-04-03 07:57:53+00:00,6.45757431369,0.0067570806,0.0098657,0.00042,,,,,,,,,
e_form_21,FormSteelSheet,2023-04-03 07:57:55+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_165,HeatSteelSheet,2023-04-03 07:57:55+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_25,FormSteelSheet,2023-04-03 07:57:56+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_174,SplitSteelSheet,2023-04-03 07:57:59+00:00,6.36913047869,0.0066646722,0.0097306,0.00042,,,,,,,,,
e_heat_166,HeatSteelSheet,2023-04-03 07:58:02+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_11,CoatPart,2023-04-03 07:58:05+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_175,SplitSteelSheet,2023-04-03 07:58:06+00:00,6.96731007053,0.0072897798,0.0106445,0.00042,,,,,,,,,
e_coat_13,CoatPart,2023-04-03 07:58:07+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_23,FormSteelSheet,2023-04-03 07:58:09+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_24,FormSteelSheet,2023-04-03 07:58:10+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_167,HeatSteelShet,2023-04-03 07:58:11+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_176,SplitSteelSheet,2023-04-03 07:58:13+00:00,6.59842969591,0.0069042774,0.0100809,0.00042,,,,,,,,,
e_form_20,FormSteelSheet,2023-04-03 07:58:15+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_168,HeatSteelSheet,2023-04-03 07:58:17+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_177,SplitSteelSheet,2023-04-03 07:58:19+00:00,6.51825188513,0.0068204874,0.0099584,0.00042,,,,,,,,,
e_coat_12,CoatPart,2023-04-03 07:58:20+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_22,FormSteelSheet,2023-04-03 07:58:21+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_169,HeatSteelSheet,2023-04-03 07:58:21+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_178,SplitSteelSheet,2023-04-03 07:58:26+00:00,6.59048119177,0.006896001,0.0100688,0.00042,,,,,,,,,
e_coat_19,CoatPart,2023-04-03 07:58:28+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_170,HeatSteelSheet,2023-04-03 07:58:29+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_21,CoatPart,2023-04-03 07:58:30+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_25,CoatPart,2023-04-03 07:58:31+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_17,FormSteelSheet,2023-04-03 07:58:32+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_179,SplitSteelSheet,2023-04-03 07:58:32+00:00,6.5699938993,0.0068745918,0.0100375,0.00042,,,,,,,,,
e_heat_171,HeatSteelSheet,2023-04-03 07:58:36+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_180,SplitSteelSheet,2023-04-03 07:58:39+00:00,6.54004958293,0.0068432646,0.0099917,0.00042,,,,,,,,,
e_coat_23,CoatPart,2023-04-03 07:58:44+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_24,CoatPart,2023-04-03 07:58:45+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_172,HeatSteelSheet,2023-04-03 07:58:45+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_181,SplitSteelSheet,2023-04-03 07:58:45+00:00,6.67942863923,0.0069889566,0.0102047,0.00042,,,,,,,,,
e_form_27,FormSteelSheet,2023-04-03 07:58:47+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_coat_20,CoatPart,2023-04-03 07:58:49+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_173,HeaSteelSheet,2023-04-03 07:58:49+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_29,FormSteelSheet,2023-04-03 07:58:50+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_182,SplitSteelSheet,2023-04-03 07:58:52+00:00,6.57917239109,0.0068841678,0.0100515,0.00042,,,,,,,,,
e_form_30,FormSteelSheet,2023-04-03 07:58:53+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_174,HeatSteelSheet,2023-04-03 07:58:55+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_22,CoatPart,2023-04-03 07:58:56+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_183,SplitSteelSheet,2023-04-03 07:58:58+00:00,6.36146393292,0.0066566694,0.0097189,0.00042,,,,,,,,,
e_heat_175,HeatSteelSheet,2023-04-03 07:59:04+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_184,SplitSteelSheet,2023-04-03 07:59:05+00:00,6.8588580386,0.007176441,0.0104788,0.00042,,,,,,,,,
e_coat_17,CoatPart,2023-04-03 07:59:07+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
