ocel:oid,ocel:type,m_metadata,p_mass[kg],p_material[EN10130:2006],s_co2e[kg],i_steel-waste[kg],P_electric-from-grid-de[kWh],P_gas-from-grid-de[m3],p_init-len[cm],p_width[cm],i_material-cold-rolled-steel[kg],i_steel-waste-to-recycle[kg],i_material-steel-pin[kg],P_compressed-air[m3]
o_femalepart_780,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1005,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_864,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_944,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_846,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_841,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_931,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_991,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_918,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_954,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_989,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_977,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_830,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1006,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_901,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_877,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_933,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_959,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_937,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_935,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_899,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_982,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_908,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_998,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_928,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_892,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_966,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_831,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_856,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_873,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_837,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_950,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_827,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_867,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_858,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_965,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_848,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_992,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_927,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_810,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_961,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_902,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_849,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_860,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_971,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_978,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_900,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_888,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_851,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_985,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_840,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_882,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_857,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_995,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_887,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_829,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_921,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_869,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_883,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_847,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_983,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_923,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_925,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_855,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_916,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_997,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_974,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_881,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_905,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_817,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_975,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_833,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1001,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_951,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_919,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_963,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_893,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_838,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_872,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_878,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_861,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_929,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_993,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_904,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_938,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_824,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_898,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1002,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_948,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_947,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_939,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_972,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_842,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_826,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_875,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_880,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_844,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_941,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_845,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_835,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_955,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_896,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1090,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1143,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1106,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1132,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1019,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1048,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1037,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1117,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1049,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1193,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1081,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1169,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1179,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1157,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1068,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1171,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1130,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1030,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1112,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1154,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1012,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1189,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1020,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1024,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1145,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1151,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1092,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1059,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1186,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1135,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1047,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1134,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1111,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1141,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1053,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1120,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1170,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1091,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1138,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1129,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1196,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1085,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1166,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1146,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1126,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1083,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1056,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1034,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1058,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1070,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1163,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1069,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1182,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1007,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1016,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1190,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1018,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1140,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1080,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1323,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1303,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1307,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1325,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1351,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1269,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1025,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1209,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1213,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1372,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1332,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1121,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1319,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1352,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1062,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1390,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1094,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1339,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1399,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1343,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1389,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1253,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1371,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1308,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1028,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1035,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1296,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1247,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1301,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1275,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1292,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1272,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1282,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1217,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1281,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1246,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1336,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1084,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1229,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1290,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1183,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1320,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1401,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1358,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1327,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1276,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1180,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1250,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1234,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1060,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1400,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1205,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1338,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1349,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1316,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1326,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1321,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1087,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1255,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1280,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1257,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1376,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1309,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1175,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1329,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1381,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1009,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1148,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1204,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1375,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1409,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1283,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1357,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1366,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1050,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1137,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1114,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1152,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1133,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1162,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1335,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1284,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1396,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1304,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1235,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1013,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1337,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1374,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1251,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1042,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1191,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1341,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1365,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1318,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1384,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1259,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1300,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1395,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1342,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1331,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1356,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1377,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1324,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1294,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1239,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1311,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1317,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1044,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1167,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1285,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1230,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1382,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1364,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1203,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1340,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1405,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1258,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1297,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1224,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1115,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1185,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1017,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1165,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1353,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1046,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1236,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1378,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1232,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1079,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1231,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1043,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1139,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1302,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1271,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1267,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1373,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1312,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1178,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1274,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1219,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1225,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1407,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1491,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1420,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1465,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1565,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1548,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1456,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1568,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1593,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1482,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1563,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1562,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1502,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1478,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1461,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1591,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1564,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1438,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1536,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1590,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1493,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1445,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1602,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1442,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1543,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1472,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1524,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1559,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1448,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1557,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1540,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1551,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1460,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1432,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1440,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1458,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1531,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1523,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1455,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1473,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1426,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1587,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1547,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1573,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1541,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1586,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1485,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1588,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1581,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1431,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1427,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1575,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1592,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1462,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1424,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1499,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1486,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1606,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1537,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1489,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1596,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1580,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1388,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1490,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1457,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1476,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1528,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1413,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1546,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1422,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1560,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1576,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1459,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1505,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1578,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1514,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1449,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1434,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1597,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1529,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1601,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1589,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1452,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1556,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1428,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1516,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1464,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1419,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1520,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1511,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1521,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1598,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1463,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1451,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1414,FemalePart,,?,DC01,?,?,,,,,,,,
o_femalepart_1595,FemalePart,,?,DC01,?,?,,,,,,,,
